item_id	classification	issue	projects	evidence_or_note
riehl:1.4:example8	ABSENT	#915	10	Riehl 1.4: The Riesz representation theorem as a natural isomorphism
riehl:1.4:exiv	ABSENT	#916	10	Riehl 1.4: Natural transformations between the identity and the add-a-point endofunctor on Sets
riehl:1.5:lem10	PARTIAL	#917	10	Riehl 1.5/1.6: Transporting a morphism along isomorphisms — the conjugation toolkit
riehl:1.5:exiii	PARTIAL	#917	10	Riehl 1.5/1.6: Transporting a morphism along isomorphisms — the conjugation toolkit
riehl:1.6:lem12	PARTIAL	#917	10	Riehl 1.5/1.6: Transporting a morphism along isomorphisms — the conjugation toolkit
riehl:1.6:lem13	PARTIAL	#917	10	Riehl 1.5/1.6: Transporting a morphism along isomorphisms — the conjugation toolkit
riehl:1.5:example11	ABSENT	#918	10	Riehl 1.5: The essential image of a functor, and a fully faithful functor as an equivalence onto it
riehl:1.5:def-essentially-small	ABSENT	#919	10	Riehl 1.5: Essentially small and essentially discrete categories
riehl:1.5:exvii	ABSENT	#919	10	Riehl 1.5: Essentially small and essentially discrete categories
riehl:1.5:remark-equivalence-invariance	PARTIAL	#920	10	Riehl 1.5: Equivalence-invariance of categorical notions
riehl:1.5:exii	ABSENT	#921	10	Riehl 1.5: Segal's category Gamma and the opposite of finite pointed sets
riehl:1.5:exviii	ABSENT	#922	10	Riehl 1.5: Affine and projective planes as equivalent groupoids
riehl:1.5:example19	ABSENT	#923	10	Riehl 1.5: The action groupoid and the categorified orbit-stabilizer theorem
riehl:1.6:remark21	PARTIAL	#924	10	Riehl 1.6: Cancellation criteria for pasted squares, and the failure of the converse
riehl:1.6:lem22	PARTIAL	#924	10	Riehl 1.6: Cancellation criteria for pasted squares, and the failure of the converse
riehl:1.7:remark3	PARTIAL	#925	10	Riehl 1.7: Size of functor categories — local smallness of [C, D]
riehl:1.7:exi	PARTIAL	#925	10	Riehl 1.7: Size of functor categories — local smallness of [C, D]
riehl:1.1:def-commute	PARTIAL	#216	10	also covered by existing issue
riehl:1.6:def-commutes	PARTIAL	#216	10	also covered by existing issue
riehl:1.6:lem20	PARTIAL	#216	10	also covered by existing issue
riehl:1.1:remark2	PARTIAL	#217	10	also covered by existing issue
riehl:1.1:example3	PARTIAL	#226	10	part: (i)-(x),(xii) the roster of large concrete categories
riehl:1.1:example3	PARTIAL	#641	10	part: (xi) the category Poset of posets and monotone maps
riehl:1.1:example4	PARTIAL	#221	10	part: (i) the matrix category Mat_R
riehl:1.1:example4	PARTIAL	#220	10	part: (ii) the delooping BG of a group or monoid
riehl:1.1:example4	PARTIAL	#226	10	part: (vii) the category Measure of a.e.-classes of measurable maps
riehl:1.1:remark5	PARTIAL	#253	10	also covered by existing issue
riehl:1.1:def6	PARTIAL	#253	10	also covered by existing issue
riehl:1.1:def7	PARTIAL	#253	10	also covered by existing issue
riehl:1.1:def-endomorphism	ABSENT	#643	10	also covered by existing issue
riehl:1.1:example11	PARTIAL	#645	10	also covered by existing issue
riehl:1.1:def12	PARTIAL	#248	10	also covered by existing issue
riehl:1.1:example13	ABSENT	#248	10	part: (i) a group is a one-object groupoid
riehl:1.1:example13	ABSENT	#249	10	part: (ii) the fundamental groupoid of a space
riehl:1.1:exiv	PARTIAL	#260	10	also covered by existing issue
riehl:1.2:example2	ABSENT	#220	10	part: (iii) (BG)^op is isomorphic to B(G^op)
riehl:1.2:example2	ABSENT	#223	10	part: (ii) the opposite of a preorder is the reversed preorder
riehl:1.2:example8	PARTIAL	#245	10	also covered by existing issue
riehl:1.2:remark10	ABSENT	#657	10	also covered by existing issue
riehl:1.2:lem11	PARTIAL	#250	10	also covered by existing issue
riehl:1.2:exi	PARTIAL	#646	10	also covered by existing issue
riehl:1.2:exii	PARTIAL	#250	10	also covered by existing issue
riehl:1.2:exiii	ABSENT	#226	10	also covered by existing issue
riehl:1.2:exiv	ABSENT	#250	10	also covered by existing issue
riehl:1.2:exvii	PARTIAL	#422	10	also covered by existing issue
riehl:1.2:exviii	ABSENT	#657	10	also covered by existing issue
riehl:1.3:example2	PARTIAL	#227	10	part: (i) the covariant power-set functor with direct image
riehl:1.3:example2	PARTIAL	#226	10	part: (ii)-(v),(viii)-(xi) the roster's forgetful and structural functors
riehl:1.3:example7	PARTIAL	#704	10	part: (i) the contravariant power-set functor with inverse image
riehl:1.3:example7	PARTIAL	#268	10	part: (iii)-(v) the open-set functor, Spec, and the sheaf of continuous functions
riehl:1.3:example9	ABSENT	#234	10	also covered by existing issue
riehl:1.3:cor10	PARTIAL	#234	10	also covered by existing issue
riehl:1.3:lem-preserves-split	PARTIAL	#656	10	also covered by existing issue
riehl:1.3:construction-cat	PARTIAL	#253	10	part: Cat versus CAT and the smallness stratification
riehl:1.3:construction-cat	PARTIAL	#698	10	part: the standard categories as subcategories of Cat
riehl:1.3:example14	PARTIAL	#267	10	part: (vi) the opposite construction as an automorphism of CAT
riehl:1.3:example14	PARTIAL	#248	10	part: (ii) every groupoid is isomorphic to its opposite
riehl:1.3:example14	PARTIAL	#221	10	part: (v) Mat_R is isomorphic to its opposite by transpose
riehl:1.3:example14	PARTIAL	#248	10	part: (i) BG is isomorphic to BG^op by inversion, the one-object case of clause (ii); ledger row only
riehl:1.3:example14	PARTIAL	#258	10	part: (iii) R-Mod is isomorphic to Mod_{R^op} via the opposite ring; ledger row only
riehl:1.3:example14	PARTIAL	#259	10	part: (iv) O(X) is isomorphic to C(X)^op by complementation; filed ONCE, same statement as riehl:1.4:example4 clause (v)
riehl:1.3:construction-set-partial	PARTIAL	#708	10	also covered by existing issue
riehl:1.5:example6	PARTIAL	#708	10	also covered by existing issue
riehl:1.3:exi	ABSENT	#234	10	also covered by existing issue
riehl:1.3:exii	PARTIAL	#234	10	also covered by existing issue
riehl:1.3:exiii	ABSENT	#712	10	also covered by existing issue
riehl:1.3:exv	PARTIAL	#656	10	part: functors and split epimorphisms, with the four dual variants
riehl:1.3:exv	PARTIAL	#267	10	part: the variance bijection between functors out of C^op and into D^op
riehl:1.4:example4	PARTIAL	#237	10	part: (i)-(ii) the double-dual evaluation transformation and the non-naturality of V ~= V*
riehl:1.4:example4	PARTIAL	#227	10	part: (iii) the singleton unit from the identity to the power-set functor
riehl:1.4:example4	PARTIAL	#255	10	part: (vi) the opposite-group endofunctor is naturally isomorphic to the identity
riehl:1.4:example4	PARTIAL	#278	10	part: (iv) a natural transformation between BG-functors is one G-equivariant morphism; already delivered by #278 Work item 2, ledger row only
riehl:1.4:example4	PARTIAL	#259	10	part: (v) O and C : Top^op -> Set naturally isomorphic by complementation; filed ONCE, same statement as riehl:1.3:example14 clause (iv)
riehl:1.4:example4	PARTIAL	#237	10	part: (vii) no-cloning as Riehl's concrete Vect_k computation; weaker in-tree counterpart Structure/Monoidal/Collapse.v:526 no_cloning
riehl:1.4:example11	PARTIAL	#284	10	also covered by existing issue
riehl:1.4:exii	ABSENT	#241	10	also covered by existing issue
riehl:1.4:exiii	ABSENT	#242	10	also covered by existing issue
riehl:1.4:exix	ABSENT	#572	10	also covered by existing issue
riehl:1.5:lem1	ABSENT	#271	10	also covered by existing issue
riehl:1.5:exi	ABSENT	#271	10	also covered by existing issue
riehl:1.5:remark8	PARTIAL	#231	10	part: locality of fullness and faithfulness; full subcategories
riehl:1.5:remark8	PARTIAL	#697	10	part: embeddings and full embeddings (injectivity on objects)
riehl:1.5:def-connected	ABSENT	#248	10	also covered by existing issue
riehl:1.5:prop13	ABSENT	#248	10	also covered by existing issue
riehl:1.5:cor14	ABSENT	#249	10	also covered by existing issue
riehl:1.5:remark15	ABSENT	#249	10	also covered by existing issue
riehl:1.5:def16	ABSENT	#374	10	also covered by existing issue
riehl:1.5:remark17	ABSENT	#374	10	also covered by existing issue
riehl:1.5:example18	ABSENT	#374	10	also covered by existing issue
riehl:1.5:example12	ABSENT	#244	10	also covered by existing issue
riehl:1.5:exvi	PARTIAL	#231	10	also covered by existing issue
riehl:1.5:exix	ABSENT	#710	10	also covered by existing issue
riehl:1.6:def3	PARTIAL	#500	10	also covered by existing issue
riehl:1.6:example6	PARTIAL	#300	10	also covered by existing issue
riehl:1.6:example9	PARTIAL	#300	10	also covered by existing issue
riehl:1.6:remark7	PARTIAL	#299	10	also covered by existing issue
riehl:1.6:example8	PARTIAL	#224	10	also covered by existing issue
riehl:1.6:example15	PARTIAL	#652	10	part: (ix) initial and terminal objects in a preorder are minimum and maximum
riehl:1.6:example15	PARTIAL	#226	10	part: (ii)-(vii) initial and terminal objects across the roster categories
riehl:1.6:lem16	PARTIAL	#247	10	also covered by existing issue
riehl:1.6:exi	ABSENT	#247	10	also covered by existing issue
riehl:1.6:exii	PARTIAL	#247	10	also covered by existing issue
riehl:1.6:def18	PARTIAL	#263	10	also covered by existing issue
riehl:1.6:example19	PARTIAL	#263	10	also covered by existing issue
riehl:1.6:exiv	ABSENT	#231	10	also covered by existing issue
riehl:1.6:exv	ABSENT	#649	10	also covered by existing issue
riehl:1.6:exvi	ABSENT	#644	10	also covered by existing issue
riehl:1.7:def8	PARTIAL	#283	10	also covered by existing issue
riehl:1.7:exiv	ABSENT	#288	10	also covered by existing issue
riehl:1.1:def-subcategory	PRESENT	-	-	Construction/Subcategory.v:31 Subcategory; Construction/Subcategory.v:50 Sub; Construction/Subcategory.v:59 Incl
riehl:1.1:def1	PRESENT	-	-	Theory/Category.v:111 Category; Theory/Category.v:206 Build_Category'
riehl:1.1:def10	PRESENT	-	-	Theory/Isomorphism.v:113 Isomorphism; Theory/Isomorphism.v:133 IsIsomorphism; Theory/Isomorphism.v:187 iso_equivalence
riehl:1.1:def8	PRESENT	-	-	Theory/Category.v:111 Category; Functor/Hom.v:49 Hom
riehl:1.1:exi	PRESENT	-	-	Theory/Isomorphism.v:301 comp_inverse_unique; Theory/Isomorphism.v:392 Monic_Retraction_Iso; Theory/Isomorphism.v:317 to_equiv_implies_iso_equiv
riehl:1.1:exiii	PRESENT	-	-	Construction/Slice.v:123 Slice; Construction/Slice.v:169 Coslice; Construction/Slice.v:140 Comma_Slice
riehl:1.2:def1	PRESENT	-	-	Construction/Opposite.v:106 Opposite; Construction/Opposite.v:126 op_invol
riehl:1.2:def7	PRESENT	-	-	Theory/Morphisms.v:116 Monic; Theory/Morphisms.v:104 Epic
riehl:1.2:example9	PRESENT	-	-	Theory/Morphisms.v:179 sections_are_monic; Theory/Morphisms.v:162 retractions_are_epic; Theory/Isomorphism.v:264 iso_to_monic
riehl:1.2:exvi	PRESENT	-	-	Theory/Isomorphism.v:392 Monic_Retraction_Iso; Theory/Morphisms.v:162 retractions_are_epic; Theory/Isomorphism.v:412 Epic_Section_Iso
riehl:1.2:lem-mono-epi-representable	PRESENT	-	-	Theory/Morphisms.v:116 Monic; Theory/Morphisms.v:104 Epic; Functor/Hom.v:60 Curried_Hom
riehl:1.3:def-iso-categories	PRESENT	-	-	Construction/Funny/Swap.v:143 Funny_swap; Theory/Functor.v:508 Functor_StrictEq_Setoid; Theory/Equivalence.v:172 Cat_Iso_to_Equivalence
riehl:1.3:def1	PRESENT	-	-	Theory/Functor.v:96 Functor
riehl:1.3:def11	PRESENT	-	-	Functor/Hom.v:60 Curried_Hom; Functor/Hom.v:146 Curried_CoHom
riehl:1.3:def12	PRESENT	-	-	Construction/Product.v:95 Product; Instance/Cat/Cartesian.v:39 Cat_Cartesian
riehl:1.3:def13	PRESENT	-	-	Functor/Hom.v:49 Hom; Functor/Bifunctor.v:104 bimap_id_right_left
riehl:1.3:def5	PRESENT	-	-	Functor/Opposite.v:56 contramap; Construction/Opposite.v:106 Opposite; Theory/Subobject/Functor.v:180 Sub
riehl:1.3:def6	PRESENT	-	-	Construction/Opposite.v:137 op / unop; Functor/Opposite.v:56 contramap; Construction/Opposite.v:123 C ^op notation
riehl:1.3:exiv	PRESENT	-	-	Functor/Hom.v:49 Hom; Functor/Hom.v:60 Curried_Hom
riehl:1.3:exvi	PRESENT	-	-	Construction/Comma.v:127 Comma; Construction/Comma.v:196 comma_proj1
riehl:1.3:exvii	PRESENT	-	-	Construction/Slice.v:140 Comma_Slice; Construction/Slice.v:181 Comma_Coslice
riehl:1.3:lem8	PRESENT	-	-	Theory/Functor.v:227 fobj_iso; Theory/Bicategory/Pseudofunctor.v:57 map_iso
riehl:1.4:def1	PRESENT	-	-	Theory/Natural/Transformation.v:113 Transform
riehl:1.4:def3	PRESENT	-	-	Instance/Fun.v:255 Functor_Setoid_Nat_Iso; Theory/Functor.v:148 Functor_Setoid
riehl:1.4:example9	PRESENT	-	-	Functor/Hom.v:60 Curried_Hom; Functor/Hom/Yoneda.v:231 Yoneda_Embedding; Functor/Hom.v:49 Hom
riehl:1.4:exi	PRESENT	-	-	Instance/Fun.v:255 Functor_Setoid_Nat_Iso; Instance/Fun.v:308 equiv_iso
riehl:1.4:exvi	PRESENT	-	-	Functor/Hom/Yoneda.v:231 Yoneda_Embedding; Functor/Hom/Yoneda.v:253 Covariant_Yoneda_Embedding
riehl:1.4:exvii	PRESENT	-	-	Construction/Comma.v:214 comma_proj_nat
riehl:1.4:exviii	PRESENT	-	-	Theory/Dinatural.v:51 Dinatural; Structure/Wedge.v:38 Wedge
riehl:1.5:def4	PRESENT	-	-	Theory/Equivalence.v:151 EquivalenceOfCategories; Theory/Equivalence/Bundled.v:36 CategoryEquivalence
riehl:1.5:def7	PRESENT	-	-	Theory/Functor.v:331 Full; Theory/Functor.v:342 Faithful; Theory/Equivalence.v:141 EssentiallySurjective
riehl:1.5:exiv	PRESENT	-	-	Theory/Equivalence/Limit.v:335 ff_reflects_isos; Theory/Functor.v:355 FullyFaithful; Theory/Functor.v:227 fobj_iso
riehl:1.5:lem5	PRESENT	-	-	Theory/Equivalence/Bundled.v:115 Equivalence_trans; Theory/Equivalence/Bundled.v:111 Equivalence_sym; Theory/Equivalence/Bundled.v:108 Equivalence_refl
riehl:1.5:thm9	PRESENT	-	-	Theory/Equivalence/FullFaithful.v:160 FF_ESO_Equivalence; Theory/Equivalence/FullFaithful.v:214 Equivalence_Full; Theory/Equivalence/FullFaithful.v:171 Equivalence_Faithful
riehl:1.6:def-replete	PRESENT	-	-	Construction/Subcategory.v:87 Replete
riehl:1.6:def14	PRESENT	-	-	Structure/Terminal.v:107 Terminal; Structure/Initial.v:112 zero_unique; Structure/ZeroObject.v:35 ZeroObject
riehl:1.6:def2	PRESENT	-	-	Theory/Algebra/Monoid.v:44 Monoid; Structure/Monoid.v:124 MonoidObject
riehl:1.6:def4	PRESENT	-	-	Structure/Limit.v:113 Limit; Theory/Functor.v:96 Functor; Structure/Cone.v:24 ACone
riehl:1.6:exiii	PRESENT	-	-	Instance/Coq/Par.v:229 Par_Initial; Instance/Coq/Par.v:213 Par_Terminal
riehl:1.6:lem11	PRESENT	-	-	Theory/Category.v:122 compose_respects; Theory/Category.v:133 comp_assoc
riehl:1.6:lem17	PRESENT	-	-	Structure/Terminal.v:111 one_unique; Structure/Initial.v:112 zero_unique
riehl:1.6:lem5	PRESENT	-	-	Theory/Functor.v:258 Compose; Theory/Functor.v:106 fmap_comp / fmap_respects
riehl:1.7:construction-functor-category	PRESENT	-	-	Instance/Fun.v:108 Fun; Theory/Natural/Transformation.v:220 nat_id
riehl:1.7:cor2	PRESENT	-	-	Instance/Fun.v:108 Fun; Instance/Fun.v:137 nat_comp_assoc; Instance/Fun.v:129 nat_id_left / nat_id_right
riehl:1.7:exii	PRESENT	-	-	Theory/Bicategory/Adjunction.v:136 hcomp2_lwhisker_rwhisker; Theory/Bicategory/Adjunction.v:145 hcomp2_rwhisker_lwhisker; Instance/Fun.v:196 whisker_left_right
riehl:1.7:exiii	PRESENT	-	-	Instance/Cat/Bicategory.v:64 Cat_Hcompose; Theory/Bicategory/Adjunction.v:79 hcomp2_comp
riehl:1.7:exv	PRESENT	-	-	Theory/Equivalence/Bundled.v:94 EquivalenceOfCategories_Compose; Theory/Equivalence/Bundled.v:83 EquivalenceOfCategories_Compose_unit; Theory/Equivalence/Bundled.v:72 EquivalenceOfCategories_Compose_counit
riehl:1.7:exvi	PRESENT	-	-	Instance/Cat/Cartesian/Closed.v:47 Cat_Closed; Structure/Closed.v:124 Curry
riehl:1.7:exvii	PRESENT	-	-	Functor/Hom.v:60 Curried_Hom; Functor/Hom.v:49 Hom; Functor/Hom.v:109 Yoneda_Embedding'
riehl:1.7:lem1	PRESENT	-	-	Theory/Natural/Transformation.v:231 nat_compose; Theory/Natural/Transformation.v:113 Transform (naturality)
riehl:1.7:lem4	PRESENT	-	-	Theory/Natural/Transformation.v:283 nat_hcompose; Instance/Fun.v:196 whisker_left_right
riehl:1.7:lem7	PRESENT	-	-	Theory/Bicategory/Adjunction.v:79 hcomp2_comp; Instance/Cat/Bicategory.v:64 Cat_Hcompose
riehl:1.7:remark6	PRESENT	-	-	Theory/Natural/Transformation.v:347 whisker_left; Theory/Natural/Transformation.v:329 whisker_right; Theory/Bicategory/Adjunction.v:90 lwhisker
riehl:2.0:construction-ncolor	ABSENT	#926	10	Riehl 2.0/2.4: The n-colouring functor on graphs, its representing object K_n, and the category of n-coloured graphs
riehl:2.4:example3	ABSENT	#926	10	Riehl 2.0/2.4: The n-colouring functor on graphs, its representing object K_n, and the category of n-coloured graphs
riehl:2.1:example5	ABSENT	#927	10	part: clause (i); the other thirteen clauses are covered elsewhere — see Dependencies
riehl:2.1:def3	PARTIAL	#928	10	Riehl 2.1/2.4: Initial and terminal objects as representations of the constant singleton functor
riehl:2.4:remark-every-category-is-elements	ABSENT	#928	10	Riehl 2.1/2.4: Initial and terminal objects as representations of the constant singleton functor
riehl:2.1:example5	ABSENT	#929	10	part: clauses (ix)–(xii) only
riehl:2.2:example9	ABSENT	#929	10	Riehl 2.1/2.2: The objects, morphisms and isomorphisms functors on Cat and their representing categories
riehl:2.2:exiv	ABSENT	#929	10	Riehl 2.1/2.2: The objects, morphisms and isomorphisms functors on Cat and their representing categories
riehl:2.3:exi	ABSENT	#929	10	part: clause (i) only
riehl:2.1:exiv	ABSENT	#930	10	Riehl 2.1: Subfunctors of a represented functor and the sieve condition
riehl:2.1:exii	ABSENT	#931	10	Riehl 2.1: Representable functors preserve monomorphisms
riehl:2.1:exiii	ABSENT	#932	10	Riehl 2.1: Transporting representability along natural isomorphisms and equivalences of categories
riehl:2.1:example5	ABSENT	#933	10	part: clauses (iii), (vi), (vii), (viii) only
riehl:2.1:exi	ABSENT	#933	10	Riehl 2.1/2.4: Representable functors on Grp and Rng — free and cyclic groups, tuples, units, and their universal elements
riehl:2.4:example12	PARTIAL	#933	10	part: clauses (iv) and (vi) only
riehl:2.1:example5	ABSENT	#934	10	part: clauses (ii), (xiv) only
riehl:2.1:example6	PARTIAL	#934	10	part: clauses (ii), (iii) only
riehl:2.2:exvi	ABSENT	#934	10	Riehl 2.1/2.2/2.4: Representable functors on Top — underlying sets, opens and closeds, paths and reparameterizations
riehl:2.2:exvii	ABSENT	#934	10	part: part (i) only
riehl:2.3:exi	ABSENT	#934	10	part: clauses (ii), (iii) only
riehl:2.4:exv	ABSENT	#934	10	Riehl 2.1/2.2/2.4: Representable functors on Top — underlying sets, opens and closeds, paths and reparameterizations
riehl:2.1:example6	PARTIAL	#935	10	part: clause (v) only
riehl:2.2:exvii	ABSENT	#935	10	part: part (ii) only
riehl:2.4:example12	PARTIAL	#935	10	part: clauses (ii) and (v) only
riehl:2.3:prop10	ABSENT	#936	10	Riehl 2.3/2.4: Unit, associativity and commutativity of the tensor product from its universal property
riehl:2.3:remark12	ABSENT	#936	10	Riehl 2.3/2.4: Unit, associativity and commutativity of the tensor product from its universal property
riehl:2.3:exii	ABSENT	#936	10	Riehl 2.3/2.4: Unit, associativity and commutativity of the tensor product from its universal property
riehl:2.4:example12	PARTIAL	#936	10	part: clause (iii) only
riehl:2.2:exv	ABSENT	#937	10	Riehl 2.2/2.3/2.4: Natural endomorphisms of the power-set functor, its category of elements, and the non-uniqueness of universal elements
riehl:2.3:exiv	ABSENT	#937	10	Riehl 2.2/2.3/2.4: Natural endomorphisms of the power-set functor, its category of elements, and the non-uniqueness of universal elements
riehl:2.4:example12	PARTIAL	#937	10	part: clause (i) only
riehl:2.2:example1	PARTIAL	#938	10	Riehl 2.2: The Yoneda lemma and embedding computed directly at the ordinal category omega
riehl:2.2:exiii	PARTIAL	#938	10	Riehl 2.2: The Yoneda lemma and embedding computed directly at the ordinal category omega
riehl:2.2:example2	ABSENT	#939	10	Riehl 2.2: The Yoneda lemma for a group — equivariant maps out of the regular representation
riehl:2.2:prop3	ABSENT	#939	10	Riehl 2.2: The Yoneda lemma for a group — equivariant maps out of the regular representation
riehl:2.3:example7	ABSENT	#940	10	Riehl 2.3/2.4: Torsors — representable G-sets are the free transitive actions, and the category of elements is the action groupoid
riehl:2.4:example10	ABSENT	#940	10	Riehl 2.3/2.4: Torsors — representable G-sets are the free transitive actions, and the category of elements is the action groupoid
riehl:2.2:cor10	ABSENT	#941	10	Riehl 2.2: Row operations are left multiplication by a matrix
riehl:2.3:def-representable-isomorphism	PARTIAL	#942	10	Riehl 2.3: Representably isomorphic objects — isomorphism of objects is natural isomorphism of represented functors
riehl:2.3:prop1	PARTIAL	#942	10	Riehl 2.3: Representably isomorphic objects — isomorphism of objects is natural isomorphism of represented functors
riehl:2.1:example5	ABSENT	#943	10	part: clause (xiii) only
riehl:2.4:example4	ABSENT	#943	10	Riehl 2.1/2.4: Pointed objects as the category of elements of an underlying-set functor
riehl:2.4:example5	PARTIAL	#944	10	Riehl 2.4: The category of elements over a discrete base — dependent sums, dependent products and sections
riehl:2.4:example6	PARTIAL	#945	10	Riehl 2.4: Slice and coslice categories as the categories of elements of represented functors
riehl:2.4:prop8	PARTIAL	#946	10	Riehl 2.4: Universal elements are exactly the initial (resp. terminal) objects of the category of elements
riehl:2.4:exiv	PARTIAL	#946	10	Riehl 2.4: Universal elements are exactly the initial (resp. terminal) objects of the category of elements
riehl:2.4:prop9	PARTIAL	#947	10	Riehl 2.4: The subcategory of representations is empty or a contractible groupoid
riehl:2.4:prop14	ABSENT	#948	10	Riehl 2.4: Discrete fibrations and the characterization of categories of elements
riehl:2.4:exviii	ABSENT	#948	10	Riehl 2.4: Discrete fibrations and the characterization of categories of elements
riehl:2.4:exix	ABSENT	#948	10	Riehl 2.4: Discrete fibrations and the characterization of categories of elements
riehl:2.4:exvi	ABSENT	#949	10	Riehl 2.4: The functor of preorders on a set and its category of elements
riehl:2.1:example1	PARTIAL	#252	10	also covered by existing issue
riehl:2.1:def-nno	PARTIAL	#637	10	also covered by existing issue
riehl:2.1:example5	ABSENT	#309	10	part: clauses (iv)-(v): free module and Z[x] as representing
riehl:2.1:example6	PARTIAL	#721	10	part: clause (i): the power-set functor is represented by Omega
riehl:2.2:thm4	PARTIAL	#316	10	also covered by existing issue
riehl:2.2:remark7	PARTIAL	#316	10	also covered by existing issue
riehl:2.2:construction-yoneda-bifunctor	PARTIAL	#316	10	also covered by existing issue
riehl:2.2:exi	PARTIAL	#316	10	also covered by existing issue
riehl:2.2:cor11	PARTIAL	#643	10	also covered by existing issue
riehl:2.3:example4	ABSENT	#309	10	also covered by existing issue
riehl:2.3:example6	PARTIAL	#311	10	also covered by existing issue
riehl:2.3:example8	ABSENT	#306	10	also covered by existing issue
riehl:2.3:example13	ABSENT	#518	10	also covered by existing issue
riehl:2.4:def1	PARTIAL	#345	10	also covered by existing issue
riehl:2.4:construction-elements-projection	PARTIAL	#345	10	also covered by existing issue
riehl:2.4:def2	PARTIAL	#345	10	also covered by existing issue
riehl:2.4:exii	ABSENT	#345	10	also covered by existing issue
riehl:2.4:lem7	ABSENT	#716	10	also covered by existing issue
riehl:2.4:exi	ABSENT	#716	10	also covered by existing issue
riehl:2.4:example11	PARTIAL	#252	10	also covered by existing issue
riehl:2.4:exiii	ABSENT	#652	10	also covered by existing issue
riehl:2.4:def13	ABSENT	#809	10	also covered by existing issue
riehl:2.4:exvii	ABSENT	#575	10	also covered by existing issue
riehl:2.1:example6	PARTIAL	#239	10	part: clause (iv): currying as a Representable instance; (vi)-(vii) out of scope
riehl:2.1:def4	PRESENT	-	-	Functor/Representable.v:46 Representable; Structure/UniversalProperty.v:72 representability_by_yoneda; Structure/UniversalProperty.v:175 univ_property_unique_up_to_unique_iso
riehl:2.2:cor8	PARTIAL	#918	10	part: trailing consequence only (C iso to the full subcategory of presheaves spanned by representables); the hom-set content is PRESENT
riehl:2.2:exii	OUT_OF_SCOPE	-	-	OOS: The exercise asks for a metamathematical EXPLANATION of how the duality principl
riehl:2.3:cor2	PRESENT	-	-	Structure/UniversalProperty.v:175 univ_property_unique_up_to_unique_iso; Structure/UniversalProperty.v:112 univ_property_unique; Structure/UniversalProperty/Universal/Arrow.v:61 UniversalArrowIsUniversalProperty
riehl:2.3:def3	PRESENT	-	-	Structure/UniversalProperty.v:72 representability_by_yoneda; Functor/Hom/Yoneda.v:133 Yoneda_Lemma; Structure/UniversalProperty.v:54 preyoneda
riehl:2.3:exiii	PRESENT	-	-	Structure/Cartesian/Closed.v:78 ump_exponents; Instance/Sets/Cartesian/Closed.v:38 Sets_Closed; Structure/Cartesian/Closed.v:101 curry_uncurry
riehl:2.4:exx	PRESENT	-	-	Structure/UniversalProperty/Cartesian.v:60 CartesianProductIsUniversalProperty; Structure/Cartesian.v:145 IsCartesianProduct / ump_product
riehl:3.1:prop7	PARTIAL	#950	10	Riehl 3.1: Essential uniqueness of limits and colimits
riehl:3.1:eq17	PARTIAL	#951	10	Riehl 3.1: The fiber of a morphism over a global element
riehl:3.1:example19	ABSENT	#952	10	Riehl 3.1: The least common multiple as a pullback in Ab, and the sign ambiguity of its cone
riehl:3.1:exviii	PARTIAL	#952	10	Riehl 3.1: The least common multiple as a pullback in Ab, and the sign ambiguity of its cone
riehl:3.1:example18	ABSENT	#953	10	Riehl 3.1: Concrete limits and colimits in Top — the fiber of the exponential covering map, and the wedge of circles and the torus as pushouts
riehl:3.1:example24	ABSENT	#953	10	Riehl 3.1: Concrete limits and colimits in Top — the fiber of the exponential covering map, and the wedge of circles and the torus as pushouts
riehl:3.2:example10	ABSENT	#954	10	Riehl 3.2/3.3/3.6: Limits and colimits of G-sets — fixed points, orbits, and objectwise versus natural isomorphism
riehl:3.3:example4	ABSENT	#954	10	Riehl 3.2/3.3/3.6: Limits and colimits of G-sets — fixed points, orbits, and objectwise versus natural isomorphism
riehl:3.6:exi	ABSENT	#954	10	Riehl 3.2/3.3/3.6: Limits and colimits of G-sets — fixed points, orbits, and objectwise versus natural isomorphism
riehl:3.3:lem6	PARTIAL	#955	10	Riehl 3.3: Associativity of binary products up to unique natural isomorphism, and a chosen product whose associator is not the identity
riehl:3.3:exii	PARTIAL	#955	10	Riehl 3.3: Associativity of binary products up to unique natural isomorphism, and a chosen product whose associator is not the identity
riehl:3.3:example7	ABSENT	#955	10	Riehl 3.3: Associativity of binary products up to unique natural isomorphism, and a chosen product whose associator is not the identity
riehl:3.3:example5	ABSENT	#956	10	Riehl 3.3: Species — permutations versus total orderings, and unlabeled structures as colimits over the automorphism groupoid
riehl:3.4:exvi	PARTIAL	#957	10	Riehl 3.2/3.4/3.8: Split idempotents as absolute limits and colimits
riehl:3.2:example14	PARTIAL	#957	10	Riehl 3.2/3.4/3.8: Split idempotents as absolute limits and colimits
riehl:3.8:exi	ABSENT	#957	10	Riehl 3.2/3.4/3.8: Split idempotents as absolute limits and colimits
riehl:3.4:prop8	PARTIAL	#958	10	part: the connected-colimit half; the limit half is filed on #438
riehl:3.4:exii	PARTIAL	#958	10	Riehl 3.4/3.6: Connected colimits — the coslice and category-of-elements projections create them, and slices of a bicomplete category are bicomplete
riehl:3.4:exiv	ABSENT	#958	10	Riehl 3.4/3.6: Connected colimits — the coslice and category-of-elements projections create them, and slices of a bicomplete category are bicomplete
